"iso_code","country","continent","net_wgt_kgs","net_wgt_lbs","is_net_wgt_estimated","primary_value_usd","month_abb","month","year","month_year","nh_season","sh_season"
"CHN","China","Asia",74488,164216.24,FALSE,488860,"Mar",3,2020,Mar 2020,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",1252440,2761129.22,FALSE,4983535.519,"Mar",3,2020,Mar 2020,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",115738,255155.99,FALSE,685891,"Apr",4,2020,Apr 2020,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",313131,690328.6,FALSE,952894.075,"May",5,2020,May 2020,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",189801,418435.28,FALSE,701180.393,"Jun",6,2020,Jun 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",51476,113483.99,FALSE,342763,"Jul",7,2020,Jul 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",74550,164352.93,FALSE,183904.174,"Jul",7,2020,Jul 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",1462,3223.13,FALSE,6096.689,"Jul",7,2020,Jul 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",56555,124681.15,FALSE,311040,"Aug",8,2020,Aug 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",136716,301404.09,FALSE,501049.656,"Aug",8,2020,Aug 2020,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",753633,1661459.31,FALSE,2421399.893,"Sep",9,2020,Sep 2020,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",16331,36003.32,FALSE,102747,"Oct",10,2020,Oct 2020,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1537300,3389131.58,FALSE,5595402.044,"Oct",10,2020,Oct 2020,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",449082,990046.18,FALSE,2884985,"Nov",11,2020,Nov 2020,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1290390,2844793.79,FALSE,4954529.226,"Nov",11,2020,Nov 2020,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",308455,680019.89,FALSE,2211813,"Dec",12,2020,Dec 2020,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",386670,852452.68,FALSE,3337911,"Jan",1,2021,Jan 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",856126,1887415.38,FALSE,4486322.629,"Jan",1,2021,Jan 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",54398,119925.83,FALSE,446177,"Feb",2,2021,Feb 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",365045,804778.21,FALSE,1946329.919,"Feb",2,2021,Feb 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",287770,634417.74,FALSE,2739489,"Mar",3,2021,Mar 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",394252,869167.96,FALSE,1674286.637,"Mar",3,2021,Mar 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",646372,1424991.71,FALSE,6606842,"Apr",4,2021,Apr 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",32239,71074.1,FALSE,175760.44,"Apr",4,2021,Apr 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",162853,359025.72,FALSE,1546209,"May",5,2021,May 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",68532.3,151086.31,FALSE,351084.193,"May",5,2021,May 2021,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",210818,464769.36,FALSE,2039520,"Jun",6,2021,Jun 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",41938.5,92457.62,FALSE,225846.067,"Jun",6,2021,Jun 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",92972,204966.07,FALSE,919938,"Jul",7,2021,Jul 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",38887,85730.28,FALSE,245601.71,"Jul",7,2021,Jul 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",71698,158065.41,FALSE,632098,"Aug",8,2021,Aug 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",97953.6,215948.51,FALSE,638641.667,"Aug",8,2021,Aug 2021,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",6598,14545.95,FALSE,53934,"Sep",9,2021,Sep 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",609836,1344444.45,FALSE,4404466.062,"Sep",9,2021,Sep 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",63207,139346.15,FALSE,563635,"Oct",10,2021,Oct 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1364392,3007938.6,FALSE,9511393.377,"Oct",10,2021,Oct 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",33264,73333.81,FALSE,211219,"Nov",11,2021,Nov 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1562645,3445007.17,FALSE,11107063.637,"Nov",11,2021,Nov 2021,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",14080,31040.77,FALSE,137979,"Dec",12,2021,Dec 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",591969,1305054.86,FALSE,4104013.493,"Dec",12,2021,Dec 2021,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",117349,258707.61,FALSE,1060168,"Jan",1,2022,Jan 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",829859,1829507.15,FALSE,5892674.94,"Jan",1,2022,Jan 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",386436,851936.81,FALSE,3461024,"Feb",2,2022,Feb 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",333547,735337.72,FALSE,2400337.73,"Feb",2,2022,Feb 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",128644,283608.56,FALSE,1172080,"Mar",3,2022,Mar 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",244899,539904.34,FALSE,1798488.877,"Mar",3,2022,Mar 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",80874,178294.82,FALSE,681679,"Apr",4,2022,Apr 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",11742.8,25888.18,FALSE,86379.872,"Apr",4,2022,Apr 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",303694,669523.79,FALSE,2651466,"May",5,2022,May 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",56993,125646.77,FALSE,621402.076,"May",5,2022,May 2022,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",428890,945530.89,FALSE,4106023,"Jun",6,2022,Jun 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",20482,45154.62,FALSE,166291.155,"Jun",6,2022,Jun 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",33160,73104.54,FALSE,372489,"Jul",7,2022,Jul 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",41797.6,92146.99,FALSE,407298.282,"Jul",7,2022,Jul 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",16461,36289.92,FALSE,156378,"Aug",8,2022,Aug 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",115904,255521.96,FALSE,763392.992,"Aug",8,2022,Aug 2022,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",568795,1253965.46,FALSE,3565135.218,"Sep",9,2022,Sep 2022,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",35510,78285.35,FALSE,319881,"Oct",10,2022,Oct 2022,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1145953,2526367.98,FALSE,6791805.238,"Oct",10,2022,Oct 2022,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",176065,388152.9,FALSE,1614615,"Nov",11,2022,Nov 2022,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1281250,2824643.75,FALSE,8054608.802,"Nov",11,2022,Nov 2022,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",138804,306007.3,FALSE,1133242,"Dec",12,2022,Dec 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",739148,1629525.68,FALSE,4704756.643,"Dec",12,2022,Dec 2022,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",112659,248368.03,FALSE,864231,"Jan",1,2023,Jan 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",812582,1791418.28,FALSE,5241491.099,"Jan",1,2023,Jan 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"URY","Uruguay","South America",24051.7,53024.38,FALSE,138626.67,"Jan",1,2023,Jan 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",221529,488382.83,FALSE,1680612,"Feb",2,2023,Feb 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",745985,1644598.53,FALSE,4806928.794,"Feb",2,2023,Feb 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",236131,520574.4,FALSE,2004999,"Mar",3,2023,Mar 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",297160,655118.94,FALSE,1951861.678,"Mar",3,2023,Mar 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",529481,1167293.81,FALSE,4991398,"Apr",4,2023,Apr 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",41194,90816.29,FALSE,271960.975,"Apr",4,2023,Apr 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",673224,1484189.63,FALSE,6321027,"May",5,2023,May 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",42936,94656.71,FALSE,270424.668,"May",5,2023,May 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"URY","Uruguay","South America",25932,57169.69,FALSE,75925.52,"May",5,2023,May 2023,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",479575,1057271.05,FALSE,4269236,"Jun",6,2023,Jun 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"IND","India","Asia",14303,31532.39,FALSE,140593.082,"Jun",6,2023,Jun 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",52280.6,115257.81,FALSE,334488.351,"Jun",6,2023,Jun 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",233953,515772.78,FALSE,1940022,"Jul",7,2023,Jul 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",17351.4,38252.9,FALSE,122147.264,"Jul",7,2023,Jul 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",85402,188277.25,FALSE,754940,"Aug",8,2023,Aug 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",121304,267426.8,FALSE,776187.905,"Aug",8,2023,Aug 2023,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",44684,98510.35,FALSE,341015,"Sep",9,2023,Sep 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",542187,1195305.46,FALSE,3426507.094,"Sep",9,2023,Sep 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",8145,17956.47,FALSE,17512,"Oct",10,2023,Oct 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1281040,2824180.78,FALSE,8074618.452,"Oct",10,2023,Oct 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",55952,123351.78,FALSE,406821,"Nov",11,2023,Nov 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1312410,2893339.09,FALSE,8495523.626,"Nov",11,2023,Nov 2023,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",79163,174522.75,FALSE,546925,"Dec",12,2023,Dec 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",703178,1550226.22,FALSE,4519569.149,"Dec",12,2023,Dec 2023,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",267864,590532.97,FALSE,1921651,"Jan",1,2024,Jan 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",1009540,2225631.88,FALSE,6446645.929,"Jan",1,2024,Jan 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",355373,783455.32,FALSE,2694699,"Feb",2,2024,Feb 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",378182,833740.04,FALSE,2388463.267,"Feb",2,2024,Feb 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"CHN","China","Asia",136493,300912.47,FALSE,981035,"Mar",3,2024,Mar 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",185218,408331.6,FALSE,1298056.335,"Mar",3,2024,Mar 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",651471,1436232.97,FALSE,5059638,"Apr",4,2024,Apr 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",79531,175334.04,FALSE,505661.809,"Apr",4,2024,Apr 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",888310,1958368.23,FALSE,7075241,"May",5,2024,May 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"ZAF","South Africa","Africa",53654.3,118286.27,FALSE,349509.046,"May",5,2024,May 2024,"Northern Hemisphere Spring","Southern Hemisphere Fall"
"CHN","China","Asia",178978,394574.9,FALSE,1520498,"Jun",6,2024,Jun 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",43143.6,95114.38,FALSE,281112.308,"Jun",6,2024,Jun 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",362081,798243.77,FALSE,2952081,"Jul",7,2024,Jul 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",50754,111892.27,FALSE,333608.783,"Jul",7,2024,Jul 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",108830,239926.62,FALSE,768303,"Aug",8,2024,Aug 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"ZAF","South Africa","Africa",91810.1,202404.55,FALSE,610992.323,"Aug",8,2024,Aug 2024,"Northern Hemisphere Summer","Southern Hemisphere Winter"
"CHN","China","Asia",16520,36419.99,FALSE,143580,"Sep",9,2024,Sep 2024,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",469076,1034124.95,FALSE,3193338.747,"Sep",9,2024,Sep 2024,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1203420,2653059.73,FALSE,8223835.262,"Oct",10,2024,Oct 2024,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"ZAF","South Africa","Africa",1160980,2559496.51,FALSE,7769662.732,"Nov",11,2024,Nov 2024,"Northern Hemisphere Fall","Southern Hemisphere Spring"
"CHN","China","Asia",65015,143332.07,FALSE,496548,"Dec",12,2024,Dec 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
"ZAF","South Africa","Africa",957722,2111393.92,FALSE,6322553.168,"Dec",12,2024,Dec 2024,"Northern Hemisphere Winter","Southern Hemisphere Summer"
